HLength,Type,Wetland,Sample,DateCollected,Taxa,tot_biomass,Count,Density,FFG,Female dispersal distance,Adult flyer strength,Voltanism
Long,Swamp,W11,321W11E2,3/21/2023,Orthocladiinae,0.5,2,5,CG,,,
Long,Swamp,W11,405W11E1,4/5/2023,Orthocladiinae,0.7225016021,2,5,CG,,,
Long,Swamp,W11,405W11E2,4/5/2023,Orthocladiinae,3.36250801,9,22.5,CG,,,
Long,Swamp,W11,405W11E3,4/5/2023,Orthocladiinae,0.7422617853,1,2.5,CG,,,
Long,Swamp,W11,420W11E1,4/20/2023,Orthocladiinae,1.972501602,7,17.5,CG,,,
Long,Swamp,W11,420W11E2,4/20/2023,Orthocladiinae,1,4,10,CG,,,
Long,Swamp,W11,420W11E3,4/20/2023,Orthocladiinae,2.617642918,3,7.5,CG,,,
Long,Swamp,W11,503W11E2,5/3/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Long,Swamp,W11,517W11E2,5/17/2023,Orthocladiinae,0.75,3,7.5,CG,,,
Long,Swamp,W11,531W11E2,5/31/2023,Orthocladiinae,5.25,21,52.5,CG,,,
Long,Swamp,W11,705W11E2,7/5/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Swamp,W11,719W11E3,7/19/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Swamp,W11,801W11E1,8/1/2023,Orthocladiinae,0.7225016021,2,5,CG,,,
Long,Swamp,W11,801W11E3,8/1/2023,Orthocladiinae,1.056703701,4,10,CG,,,
Short,Marsh,W15,306W15E1,3/6/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Short,Marsh,W15,405W15E2,4/5/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Short,Marsh,W15,420W15E2,4/20/2023,Orthocladiinae,0.5,2,5,CG,,,
Short,Marsh,W15,801W15E1,8/1/2023,Orthocladiinae,0.08420209855,1,2.5,CG,,,
Intermediate,Marsh,W21,306W21E2,3/6/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Intermediate,Marsh,W21,306W21E3,3/6/2023,Orthocladiinae,0.7422617853,1,2.5,CG,,,
Intermediate,Marsh,W21,321W21E3,3/21/2023,Orthocladiinae,2.901451304,2,5,CG,,,
Intermediate,Marsh,W21,405W21E1,4/5/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Intermediate,Marsh,W21,405W21E3,4/5/2023,Orthocladiinae,2.107345858,2,5,CG,,,
Intermediate,Marsh,W21,420W21E1,4/20/2023,Orthocladiinae,4.463321239,3,7.5,CG,,,
Intermediate,Marsh,W21,420W21E2,4/20/2023,Orthocladiinae,1.402879531,1,2.5,CG,,,
Intermediate,Marsh,W21,420W21E3,4/20/2023,Orthocladiinae,2.926311834,3,7.5,CG,,,
Intermediate,Marsh,W21,503W21E2,5/3/2023,Orthocladiinae,1.484523571,2,5,CG,,,
Intermediate,Marsh,W21,517W21E2,5/17/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Intermediate,Marsh,W21,801W21E2,8/1/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Swamp,W32,405W32E1,4/5/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Swamp,W32,503W32E2,5/3/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Swamp,W32,517W32E1,5/17/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Swamp,W32,517W32E3,5/17/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Swamp,W32,531W32E3,5/31/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Swamp,W32,622W32E1,6/22/2023,Orthocladiinae,0.9725016021,3,7.5,CG,,,
Short,Swamp,W32,622W32E2,6/22/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Swamp,W32,622W32E3,6/22/2023,Orthocladiinae,2.529205303,9,22.5,CG,,,
Short,Swamp,W32,705W32E2,7/5/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Short,Swamp,W32,719W32E1,7/19/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Swamp,W32,719W32E2,7/19/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Swamp,W32,719W32E3,7/19/2023,Orthocladiinae,0.5,2,5,CG,,,
Short,Swamp,W32,801W32E2,8/1/2023,Orthocladiinae,0.7225016021,2,5,CG,,,
Short,Swamp,W32,801W32E3,8/1/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Marsh,W37,221W37E1,2/21/2023,Orthocladiinae,0.7422617853,1,2.5,CG,,,
Short,Marsh,W37,306W37E2,3/6/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Short,Marsh,W37,615W37E2,6/15/2023,Orthocladiinae,2.125381133,3,7.5,CG,,,
Short,Marsh,W37,705W37E3,7/5/2023,Orthocladiinae,0.7422617853,1,2.5,CG,,,
Long,Marsh,W42,306W42E1,3/6/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Marsh,W42,306W42E2,3/6/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Long,Marsh,W42,306W42E3,3/6/2023,Orthocladiinae,0.7422617853,1,2.5,CG,,,
Long,Marsh,W42,420W42E2,4/20/2023,Orthocladiinae,1.195003204,3,7.5,CG,,,
Long,Marsh,W42,420W42E3,4/20/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Marsh,W42,615W42E3,6/15/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Marsh,W42,705W42E2,7/5/2023,Orthocladiinae,1.484523571,2,5,CG,,,
Long,Marsh,W42,719W42E2,7/19/2023,Orthocladiinae,1.25,5,12.5,CG,,,
Long,Marsh,W42,801W42E2,8/1/2023,Orthocladiinae,0.7225016021,2,5,CG,,,
Long,Marsh,W46,221W46E2,2/21/2023,Orthocladiinae,0.7422617853,1,2.5,CG,,,
Long,Marsh,W46,306W46E1,3/6/2023,Orthocladiinae,0.7422617853,1,2.5,CG,,,
Long,Marsh,W46,321W46E1,3/21/2023,Orthocladiinae,3.055759062,3,7.5,CG,,,
Long,Marsh,W46,321W46E3,3/21/2023,Orthocladiinae,7.233128032,10,25,CG,,,
Long,Marsh,W46,405W46E1,4/5/2023,Orthocladiinae,0.7422617853,1,2.5,CG,,,
Long,Marsh,W46,420W46E1,4/20/2023,Orthocladiinae,2.57984746,3,7.5,CG,,,
Long,Marsh,W46,420W46E3,4/20/2023,Orthocladiinae,22.77501291,16,40,CG,,,
Long,Marsh,W46,503W46E1,5/3/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Marsh,W46,503W46E2,5/3/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Long,Marsh,W46,517W46E2,5/17/2023,Orthocladiinae,2.167504806,6,15,CG,,,
Long,Marsh,W46,531W46E1,5/31/2023,Orthocladiinae,2.45655246,2,5,CG,,,
Long,Marsh,W46,622W46E1,6/22/2023,Orthocladiinae,7.070601996,11,27.5,CG,,,
Long,Marsh,W46,622W46E2,6/22/2023,Orthocladiinae,1.68726499,3,7.5,CG,,,
Long,Marsh,W46,622W46E3,6/22/2023,Orthocladiinae,18.78940598,16,40,CG,,,
Long,Marsh,W46,705W46E1,7/5/2023,Orthocladiinae,4.045934714,11,27.5,CG,,,
Long,Marsh,W46,705W46E2,7/5/2023,Orthocladiinae,4.676311834,10,25,CG,,,
Long,Marsh,W46,719W46E1,7/19/2024,Orthocladiinae,1.695003204,5,12.5,CG,,,
Long,Marsh,W46,801W46E1,8/1/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Marsh,W46,801W46E2,8/1/2023,Orthocladiinae,0.4184041971,3,7.5,CG,,,
Intermediate,Swamp,W52,405W52E3,4/5/2023,Orthocladiinae,1.787009405,1,2.5,CG,,,
Intermediate,Swamp,W52,503W52E2,5/3/2023,Orthocladiinae,1.053672929,1,2.5,CG,,,
Intermediate,Swamp,W52,531W52E1,5/31/2023,Orthocladiinae,0.7225016021,2,5,CG,,,
Intermediate,Swamp,W52,705W52E2,7/5/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Intermediate,Swamp,W52,801W52E3,8/1/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Intermediate,Marsh,W53,221W53E2,2/21/2023,Orthocladiinae,1.68726499,3,7.5,CG,,,
Intermediate,Marsh,W53,221W53E3,2/21/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Intermediate,Marsh,W53,306W53E1,3/6/2023,Orthocladiinae,0.5,2,5,CG,,,
Intermediate,Marsh,W53,306W53E2,3/6/2023,Orthocladiinae,4.415215461,2,5,CG,,,
Intermediate,Marsh,W53,306W53E3,3/6/2023,Orthocladiinae,1.214763387,2,5,CG,,,
Intermediate,Marsh,W53,321W53E2,3/21/2023,Orthocladiinae,0.9922617853,2,5,CG,,,
Intermediate,Marsh,W53,405W53E1,4/5/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Intermediate,Marsh,W53,405W53E2,4/5/2023,Orthocladiinae,1.787009405,1,2.5,CG,,,
Intermediate,Marsh,W53,420W53E2,4/20/2023,Orthocladiinae,1.053672929,1,2.5,CG,,,
Intermediate,Marsh,W53,503W53E1,5/3/2023,Orthocladiinae,1.652879531,2,5,CG,,,
Intermediate,Marsh,W53,503W53E3,5/3/2023,Orthocladiinae,0.75,3,7.5,CG,,,
Intermediate,Marsh,W53,517W53E3,5/17/2023,Orthocladiinae,0.5,2,5,CG,,,
Intermediate,Marsh,W53,615W53E1,6/15/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Intermediate,Marsh,W53,615W53E2,6/15/2023,Orthocladiinae,2.029205303,7,17.5,CG,,,
Intermediate,Marsh,W53,705W53E1,7/5/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Intermediate,Marsh,W53,705W53E2,7/5/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Intermediate,Marsh,W53,705W53E3,7/5/2023,Orthocladiinae,1.222501602,4,10,CG,,,
Intermediate,Marsh,W53,719W53E2,7/19/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Long,Swamp,W58,221W58E1,2/21/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Long,Swamp,W58,306W58E1,3/6/2023,Orthocladiinae,1.93726499,4,10,CG,,,
Long,Swamp,W58,306W58E2,3/6/2023,Orthocladiinae,2.167504806,6,15,CG,,,
Long,Swamp,W58,306W58E3,3/6/2023,Orthocladiinae,1.68726499,3,7.5,CG,,,
Long,Swamp,W58,321W58E3,3/21/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Long,Swamp,W58,405W58E1,4/5/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Long,Swamp,W58,405W58E3,4/5/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Swamp,W58,420W58E1,4/20/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Swamp,W58,503W58E3,5/3/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Swamp,W58,517W58E1,5/17/2023,Orthocladiinae,1.402879531,1,2.5,CG,,,
Long,Swamp,W58,517W58E3,5/17/2023,Orthocladiinae,0.7422617853,1,2.5,CG,,,
Long,Swamp,W58,531W58E3,5/31/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Swamp,W58,622W58E3,6/22/2023,Orthocladiinae,0.5842020986,3,7.5,CG,,,
Long,Swamp,W58,719W58E2,7/19/2023,Orthocladiinae,0.5,2,5,CG,,,
Long,Swamp,W58,719W58E3,7/19/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Swamp,W58,801W58E1,8/1/2023,Orthocladiinae,1.25,5,12.5,CG,,,
Intermediate,Swamp,W68,221W68E2,2/21/2023,Orthocladiinae,2.57984746,3,7.5,CG,,,
Intermediate,Swamp,W68,306W68E2,3/6/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Intermediate,Swamp,W68,405W68E1,4/5/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Intermediate,Swamp,W68,420W68E1,4/20/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Intermediate,Swamp,W68,512W68E1,5/12/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Intermediate,Swamp,W68,512W68E2,5/12/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Intermediate,Swamp,W68,512W68E3,5/12/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Intermediate,Swamp,W68,517W68E3,5/17/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Intermediate,Swamp,W68,531W68E3,5/31/2023,Orthocladiinae,4.652028377,12,30,CG,,,
Intermediate,Swamp,W68,622W68E3,6/22/2023,Orthocladiinae,3.751706905,13,32.5,CG,,,
Short,Marsh,W15,306W15E2,3/6/2023,Paracymus,1.52958771,1,2.5,CG,Low,Weak,Univoltine
Long,Swamp,W11,221W11E1,2/21/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W11,306W11E1,3/6/2023,Tanytarsini,0.4725016021,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W11,306W11E2,3/6/2023,Tanytarsini,6.140835702,9,22.5,CG,,Strong,Univoltine
Long,Swamp,W11,405W11E2,4/5/2023,Tanytarsini,0.4725016021,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W11,420W11E1,4/20/2023,Tanytarsini,1.61037663,3,7.5,CG,,Strong,Univoltine
Long,Swamp,W11,420W11E3,4/20/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W11,705W11E1,7/5/2023,Tanytarsini,3.6009062,2,5,CG,,Strong,Univoltine
Long,Swamp,W11,719W11E3,7/19/2023,Tanytarsini,1.890006408,4,10,CG,,Strong,Univoltine
Long,Swamp,W11,801W11E1,8/1/2023,Tanytarsini,0.4725016021,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W11,801W11E2,8/1/2023,Tanytarsini,1.890006408,4,10,CG,,Strong,Univoltine
Intermediate,Marsh,W21,221W21E1,2/21/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Intermediate,Marsh,W21,306W21E1,3/6/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Intermediate,Marsh,W21,321W21E1,3/21/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Intermediate,Marsh,W21,321W21E3,3/21/2023,Tanytarsini,1.484523571,2,5,CG,,Strong,Univoltine
Intermediate,Marsh,W21,405W21E1,4/5/2023,Tanytarsini,4.91310492,4,10,CG,,Strong,Univoltine
Intermediate,Marsh,W21,405W21E2,4/5/2023,Tanytarsini,1.402879531,1,2.5,CG,,Strong,Univoltine
Intermediate,Marsh,W21,405W21E3,4/5/2023,Tanytarsini,4.601693776,4,10,CG,,Strong,Univoltine
Intermediate,Marsh,W21,420W21E3,4/20/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Short,Swamp,W32,405W32E2,4/5/2023,Tanytarsini,3.418573619,3,7.5,CG,,Strong,Univoltine
Short,Swamp,W32,420W32E2,4/20/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Short,Swamp,W32,503W32E1,5/3/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Short,Swamp,W32,503W32E3,5/3/2023,Tanytarsini,1.484523571,2,5,CG,,Strong,Univoltine
Short,Swamp,W32,517W32E2,5/17/2023,Tanytarsini,0.4725016021,1,2.5,CG,,Strong,Univoltine
Short,Swamp,W32,531W32E1,5/31/2023,Tanytarsini,0.4725016021,1,2.5,CG,,Strong,Univoltine
Short,Swamp,W32,622W32E2,6/22/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Short,Swamp,W32,705W32E2,7/5/2023,Tanytarsini,1.484523571,2,5,CG,,Strong,Univoltine
Short,Swamp,W32,705W32E3,7/5/2023,Tanytarsini,2.429526775,4,10,CG,,Strong,Univoltine
Short,Marsh,W37,221W37E1,2/21/2023,Tanytarsini,3.941076031,4,10,CG,,Strong,Univoltine
Short,Marsh,W37,221W37E3,2/21/2023,Tanytarsini,2.203810232,1,2.5,CG,,Strong,Univoltine
Short,Marsh,W37,306W37E2,3/6/2023,Tanytarsini,1.787009405,1,2.5,CG,,Strong,Univoltine
Short,Marsh,W37,405W37E3,4/5/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Short,Marsh,W37,420W37E1,4/20/2023,Tanytarsini,4.348951548,3,7.5,CG,,Strong,Univoltine
Short,Marsh,W37,531W37E3,5/31/2023,Tanytarsini,1.303672929,2,5,CG,,Strong,Univoltine
Long,Marsh,W42,221W42E1,2/21/2023,Tanytarsini,6.315984451,5,12.5,CG,,Strong,Univoltine
Long,Marsh,W42,221W42E2,2/21/2023,Tanytarsini,6.350842622,9,22.5,CG,,Strong,Univoltine
Long,Marsh,W42,221W42E3,2/21/2023,Tanytarsini,2.45655246,2,5,CG,,Strong,Univoltine
Long,Marsh,W42,306W42E1,3/6/2023,Tanytarsini,4.91310492,4,10,CG,,Strong,Univoltine
Long,Marsh,W42,306W42E2,3/6/2023,Tanytarsini,0.4725016021,1,2.5,CG,,Strong,Univoltine
Long,Marsh,W42,306W42E3,3/6/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Long,Marsh,W42,405W42E2,4/5/2023,Tanytarsini,4.208638593,3,7.5,CG,,Strong,Univoltine
Long,Marsh,W42,420W42E1,4/20/2023,Tanytarsini,0.4725016021,1,2.5,CG,,Strong,Univoltine
Long,Marsh,W42,420W42E2,4/20/2023,Tanytarsini,9.341307828,11,27.5,CG,,Strong,Univoltine
Long,Marsh,W42,420W42E3,4/20/2023,Tanytarsini,3.750762266,4,10,CG,,Strong,Univoltine
Long,Marsh,W42,517W42E2,5/17/2023,Tanytarsini,1.402879531,1,2.5,CG,,Strong,Univoltine
Long,Marsh,W42,615W42E1,6/15/2023,Tanytarsini,11.86832732,6,15,CG,,Strong,Univoltine
Long,Marsh,W42,615W42E2,6/15/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Long,Marsh,W42,615W42E3,6/15/2023,Tanytarsini,3.548020847,3,7.5,CG,,Strong,Univoltine
Long,Marsh,W42,705W42E1,7/5/2023,Tanytarsini,8.417277186,6,15,CG,,Strong,Univoltine
Long,Marsh,W42,705W42E2,7/5/2023,Tanytarsini,14.77436799,12,30,CG,,Strong,Univoltine
Long,Marsh,W42,705W42E3,7/5/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Long,Marsh,W42,719W42E2,7/19/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Long,Marsh,W42,719W42E3,7/19/2023,Tanytarsini,2.226785356,3,7.5,CG,,Strong,Univoltine
Long,Marsh,W46,306W46E1,3/6/2023,Tanytarsini,7.143745778,7,17.5,CG,,Strong,Univoltine
Long,Marsh,W46,306W46E3,3/6/2023,Tanytarsini,2.45655246,2,5,CG,,Strong,Univoltine
Long,Marsh,W46,321W46E1,3/21/2023,Tanytarsini,7.45130142,7,17.5,CG,,Strong,Univoltine
Long,Marsh,W46,420W46E3,4/20/2023,Tanytarsini,6.788486053,6,15,CG,,Strong,Univoltine
Long,Marsh,W46,503W46E2,5/3/2023,Tanytarsini,5.155839418,6,15,CG,,Strong,Univoltine
Long,Marsh,W46,517W46E2,5/17/2023,Tanytarsini,13.59399006,11,27.5,CG,,Strong,Univoltine
Long,Marsh,W46,517W46E3,5/17/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Long,Marsh,W46,531W46E1,5/31/2023,Tanytarsini,106.8495751,84,210,CG,,Strong,Univoltine
Long,Marsh,W46,531W46E2,5/31/2023,Tanytarsini,16.64643823,13,32.5,CG,,Strong,Univoltine
Long,Marsh,W46,622W46E1,6/22/2023,Tanytarsini,12.60108772,12,30,CG,,Strong,Univoltine
Long,Marsh,W46,622W46E3,6/22/2023,Tanytarsini,158.4281162,131,327.5,CG,,Strong,Univoltine
Long,Marsh,W46,705W46E1,7/5/2023,Tanytarsini,6.167861387,7,17.5,CG,,Strong,Univoltine
Long,Marsh,W46,705W46E2,7/5/2023,Tanytarsini,7.102094818,7,17.5,CG,,Strong,Univoltine
Long,Marsh,W46,801W46E1,8/1/2023,Tanytarsini,5.262311522,4,10,CG,,Strong,Univoltine
Intermediate,Swamp,W52,306W52E3,3/6/2023,Tanytarsini,2.226785356,3,7.5,CG,,Strong,Univoltine
Intermediate,Swamp,W52,321W52E3,3/21/2023,Tanytarsini,0.4725016021,1,2.5,CG,,Strong,Univoltine
Intermediate,Swamp,W52,405W52E3,4/5/2023,Tanytarsini,1.214763387,2,5,CG,,Strong,Univoltine
Intermediate,Swamp,W52,420W52E1,4/20/2023,Tanytarsini,2.107345858,2,5,CG,,Strong,Univoltine
Intermediate,Swamp,W52,420W52E2,4/20/2023,Tanytarsini,7.806561145,8,20,CG,,Strong,Univoltine
Intermediate,Swamp,W52,420W52E3,4/20/2023,Tanytarsini,2.268436316,3,7.5,CG,,Strong,Univoltine
Intermediate,Marsh,W53,321W53E2,3/21/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Intermediate,Marsh,W53,405W53E2,4/5/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Intermediate,Marsh,W53,420W53E2,4/20/2023,Tanytarsini,3.128404598,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W58,221W58E1,2/21/2023,Tanytarsini,1.214763387,2,5,CG,,Strong,Univoltine
Long,Swamp,W58,221W58E2,2/21/2023,Tanytarsini,1.214763387,2,5,CG,,Strong,Univoltine
Long,Swamp,W58,221W58E3,2/21/2023,Tanytarsini,1.214763387,2,5,CG,,Strong,Univoltine
Long,Swamp,W58,306W58E1,3/6/2023,Tanytarsini,7.558340507,12,30,CG,,Strong,Univoltine
Long,Swamp,W58,306W58E2,3/6/2023,Tanytarsini,13.83489886,23,57.5,CG,,Strong,Univoltine
Long,Swamp,W58,306W58E3,3/6/2023,Tanytarsini,1.214763387,2,5,CG,,Strong,Univoltine
Long,Swamp,W58,321W58E1,3/21/2023,Tanytarsini,2.203810232,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W58,321W58E3,3/21/2023,Tanytarsini,1.93726499,4,10,CG,,Strong,Univoltine
Long,Swamp,W58,405W58E1,4/5/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W58,405W58E2,4/5/2023,Tanytarsini,1.875381133,2,5,CG,,Strong,Univoltine
Long,Swamp,W58,405W58E3,4/5/2023,Tanytarsini,2.676311834,2,5,CG,,Strong,Univoltine
Long,Swamp,W58,420W58E2,4/20/2023,Tanytarsini,1.053672929,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W58,420W58E3,4/20/2023,Tanytarsini,3.257483161,2,5,CG,,Strong,Univoltine
Long,Swamp,W58,705W58E1,7/5/2023,Tanytarsini,18.47145081,31,77.5,CG,,Strong,Univoltine
Long,Swamp,W58,705W58E2,7/5/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W58,705W58E3,7/5/2023,Tanytarsini,0.7422617853,1,2.5,CG,,Strong,Univoltine
Long,Swamp,W58,719W58E3,7/19/2023,Tanytarsini,1.417504806,3,7.5,CG,,Strong,Univoltine
Long,Swamp,W58,801W58E1,8/1/2023,Tanytarsini,2.902028377,5,12.5,CG,,Strong,Univoltine
Long,Swamp,W58,801W58E2,8/1/2023,Tanytarsini,3.307511215,7,17.5,CG,,Strong,Univoltine
Long,Swamp,W58,801W58E3,8/1/2023,Tanytarsini,2.667504806,8,20,CG,,Strong,Univoltine
Intermediate,Swamp,W68,321W68E1,3/21/2023,Tanytarsini,1.787009405,1,2.5,CG,,Strong,Univoltine
Intermediate,Swamp,W68,405W68E1,4/5/2023,Tanytarsini,4.165215461,1,2.5,CG,,Strong,Univoltine
Intermediate,Swamp,W68,405W68E3,4/5/2023,Tanytarsini,5.457210366,3,7.5,CG,,Strong,Univoltine
Intermediate,Swamp,W68,420W68E2,4/20/2023,Tanytarsini,21.1159889,14,35,CG,,Strong,Univoltine
Intermediate,Swamp,W68,622W68E2,6/22/2023,Tanytarsini,0.4725016021,1,2.5,CG,,Strong,Univoltine
Intermediate,Swamp,W68,705W68E2,7/5/2023,Tanytarsini,1.417504806,3,7.5,CG,,Strong,Univoltine
Intermediate,Swamp,W68,801W68E3,8/1/2023,Tanytarsini,0.25,1,2.5,CG,,Strong,Univoltine
Long,Marsh,W46,221W46E1,2/21/2023,Tanytarsini,1.484523571,2,5,CG,,Strong,Univoltine
Long,Marsh,W46,221W46E2,2/21/2024,Tanytarsini,3.591869429,4,10,CG,,Strong,Univoltine
Long,Marsh,W46,321W46E3,3/21/2023,Tanytarsini,4.91310492,4,10,CG,,Strong,Univoltine
Long,Marsh,W46,420W46E1,4/20/2023,Tanytarsini,8.331678539,7,17.5,CG,,Strong,Univoltine
Long,Marsh,W46,503W46E1,5/3/2023,Tanytarsini,1.484523571,2,5,CG,,Strong,Univoltine
Long,Marsh,W42,420W42E3,4/20/2023,Wyeomyia,2.126135093,1,2.5,CG,,,
Short,Marsh,W15,306W15E3,3/6/2023,Berosus,13.67297162,1,2.5,HB,Low,Strong,Univoltine
Intermediate,Marsh,W21,420W21E2,4/20/2023,Berosus,13.67297162,1,2.5,HB,Low,Strong,Univoltine
Long,Marsh,W42,615W42E1,6/15/2023,Berosus,8.664658182,1,2.5,HB,Low,Strong,Univoltine
Short,Swamp,W32,622W32E1,6/22/2023,Dibusa,1.12695407,1,2.5,HB,High,Weak,Univoltine
Short,Marsh,W15,306W15E1,3/6/2023,Hydrobius,28.08404312,1,2.5,HB,,,Univoltine
Short,Marsh,W15,306W15E2,3/6/2023,Hydrobius,28.08404312,1,2.5,HB,,,Univoltine
Long,Swamp,W58,420W58E2,4/20/2023,Hydroptila,0.7048881162,1,2.5,HB,High,Weak,Univoltine
Intermediate,Swamp,W68,221W68E2,2/21/2023,Hydroptila,1.230976173,6,15,HB,High,Weak,Univoltine
Short,Marsh,W15,221W15E1,2/21/2023,Hydroptilidae,0.024875,1,2.5,HB,High,Weak,Univoltine
Intermediate,Marsh,W53,517W53E1,5/17/2023,Hydroptilidae,0.2051626954,1,2.5,HB,High,Weak,Univoltine
Long,Swamp,W58,221W58E1,2/21/2023,Hydroptilidae,0.024875,1,2.5,HB,High,Weak,Univoltine
Short,Marsh,W15,306W15E2,3/6/2023,Laccobius,2.413714298,1,2.5,HB,High,Strong,Univoltine
Short,Swamp,W32,503W32E2,5/3/2023,Laccobius,2.413714298,1,2.5,HB,High,Strong,Univoltine
Short,Swamp,W32,517W32E3,5/17/2023,Laccobius,28.08404312,1,2.5,HB,High,Strong,Univoltine
Long,Marsh,W46,420W46E3,4/20/2023,Mayatrichia,0.4103253909,2,5,HB,High,Weak,Univoltine
Long,Marsh,W46,503W46E1,5/3/2023,Mayatrichia,0.2051626954,1,2.5,HB,High,Weak,Univoltine
Long,Marsh,W46,503W46E2,5/3/2023,Mayatrichia,0.2051626954,1,2.5,HB,High,Weak,Univoltine
Long,Marsh,W46,517W46E2,5/17/2023,Mayatrichia,0.4103253909,2,5,HB,High,Weak,Univoltine
Intermediate,Marsh,W53,321W53E2,3/21/2023,Mayatrichia,0.024875,1,2.5,HB,High,Weak,Univoltine
Long,Marsh,W46,517W46E2,5/17/2023,Oxyethira,0.4103253909,2,5,HB,High,Weak,Univoltine
Long,Marsh,W46,622W46E3,6/22/2023,Oxyethira,0.2051626954,1,2.5,HB,High,Weak,Univoltine
