Wetland,Vegetation,Collection Date,Depth (m),Percent FullBy DepthReading,2d Area(Surface Area m2),Percentof Total2d Area,3d Area(Basin Surface Area m2),Percentof Total3d Area,Volume (m3),Percentof TotalVolume
W42,Marsh,2/7/11,0.38,24.359,4135.927,15.9994,4136.7543,15.9914,443.8103,2.4358
W42,Marsh,2/22/11,0.35,22.4359,3708.2152,14.3449,3708.8365,14.3372,326.2363,1.7905
W42,Marsh,3/9/11,0.3,19.2308,2548.5014,9.8586,2548.8389,9.853,161.2386,0.8849
W42,Marsh,3/22/11,0.28,17.9487,1862.175,7.2036,1862.4646,7.1997,117.1197,0.6428
W42,Marsh,4/6/11,0.32,20.5128,3315.7787,12.8268,3316.2038,12.8194,220.9646,1.2127
W42,Marsh,4/20/11,0.15,9.6154,318.6545,1.2327,318.7377,1.2321,21.7529,0.1194
W42,Marsh,5/3/11,0,0,0,0,0,0,0,0
W42,Marsh,5/16/11,0,0,0,0,0,0,0,0
W42,Marsh,5/31/11,0,0,0,0,0,0,0,0
W42,Marsh,6/17/11,0,0,0,0,0,0,0,0
W42,Marsh,6/28/11,0,0,0,0,0,0,0,0
W42,Marsh,7/11/11,0,0,0,0,0,0,0,0
W42,Marsh,7/21/11,0,0,0,0,0,0,0,0
W42,Marsh,8/9/11,0,0,0,0,0,0,0,0
W42,Marsh,8/25/11,0,0,0,0,0,0,0,0
W42,Marsh,9/5/11,0,0,0,0,0,0,0,0
W42,Marsh,9/21/11,0,0,0,0,0,0,0,0
W42,Marsh,10/6/11,0,0,0,0,0,0,0,0
W42,Marsh,10/19/11,0,0,0,0,0,0,0,0
W42,Marsh,11/2/11,0,0,0,0,0,0,0,0
W42,Marsh,11/16/11,0,0,0,0,0,0,0,0
W42,Marsh,11/30/11,0,0,0,0,0,0,0,0
W42,Marsh,12/14/11,0,0,0,0,0,0,0,0
W42,Marsh,12/28/11,0,0,0,0,0,0,0,0
W42,Marsh,1/10/12,0,0,0,0,0,0,0,0
W42,Marsh,1/25/12,0.32,20.5128,3315.7787,12.8268,3316.2038,12.8194,220.9646,1.2127
W42,Marsh,2/7/12,0.19,12.1795,448.2024,1.7338,448.3314,1.7331,36.8873,0.2024
W42,Marsh,2/21/12,0.32,20.5128,3315.7787,12.8268,3316.2038,12.8194,220.9646,1.2127
W42,Marsh,3/7/12,0.49,31.4103,6009.5613,23.2474,6011.2246,23.2376,997.3505,5.4737
W42,Marsh,3/19/12,0.38,24.359,4135.927,15.9994,4136.7543,15.9914,443.8103,2.4358
W42,Marsh,4/2/12,0.32,20.5128,3315.7787,12.8268,3316.2038,12.8194,220.9646,1.2127
W42,Marsh,4/18/12,0.15,9.6154,318.6545,1.2327,318.7377,1.2321,21.7529,0.1194
W42,Marsh,4/30/12,0.18,11.5385,409.5885,1.5845,409.7051,1.5838,32.6022,0.1789
W42,Marsh,5/14/12,0.2,12.8205,491.4283,1.901,491.5705,1.9003,41.5816,0.2282
W42,Marsh,5/29/12,0.13,8.3333,267.8851,1.0363,267.9483,1.0358,15.8964,0.0872
W42,Marsh,6/18/12,0.18,11.5385,409.5885,1.5845,409.7051,1.5838,32.6022,0.1789
W42,Marsh,6/25/12,0.15,9.6154,318.6545,1.2327,318.7377,1.2321,21.7529,0.1194
W42,Marsh,7/12/12,0,0,0,0,0,0,0,0
W42,Marsh,7/24/12,0,0,0,0,0,0,0,0
W42,Marsh,8/7/12,0,0,0,0,0,0,0,0
W42,Marsh,8/17/12,0,0,0,0,0,0,0,0
W42,Marsh,9/5/12,0.18,11.5385,409.5885,1.5845,409.7051,1.5838,32.6022,0.1789
W42,Marsh,9/18/12,0.2,12.8205,491.4283,1.901,491.5705,1.9003,41.5816,0.2282
W42,Marsh,10/4/12,0,0,0,0,0,0,0,0
W42,Marsh,10/22/12,0,0,0,0,0,0,0,0
W42,Marsh,10/30/12,0,0,0,0,0,0,0,0
W42,Marsh,11/16/12,0,0,0,0,0,0,0,0
W42,Marsh,11/26/12,0,0,0,0,0,0,0,0
W42,Marsh,12/12/12,0,0,0,0,0,0,0,0
W42,Marsh,12/27/12,0.28,17.9487,1862.175,7.2036,1862.4646,7.1997,117.1197,0.6428
W42,Marsh,1/10/13,0.25,16.0256,1010.3564,3.9085,1010.5804,3.9066,75.011,0.4117
W42,Marsh,1/22/13,0.18,11.5385,409.5885,1.5845,409.7051,1.5838,32.6022,0.1789
W42,Marsh,2/6/13,0.2,12.8205,491.4283,1.901,491.5705,1.9003,41.5816,0.2282
W42,Marsh,2/14/13,0.56,35.8974,7456.3203,28.8441,7458.5776,28.8326,1467.5107,8.0541
W42,Marsh,3/4/13,1.02,65.3846,16045.5137,62.0706,16054.2181,62.0607,6880.4501,37.7618
W42,Marsh,3/19/13,1,64.1026,15682.0111,60.6644,15690.411,60.6544,6563.1761,36.0206
W42,Marsh,4/2/13,0.95,60.8974,14776.0228,57.1596,14783.6671,57.1492,5801.7373,31.8416
W42,Marsh,4/16/13,0.92,58.9744,14233.5749,55.0612,14240.7699,55.0505,5366.5953,29.4534
W42,Marsh,4/30/13,0.8,51.2821,11978.6467,46.3383,11984.0827,46.3268,3789.5311,20.798
W42,Marsh,5/13/13,0.67,42.9487,9466.4204,36.62,9470.0878,36.6085,2402.848,13.1875
W42,Marsh,5/28/13,0.48,30.7692,5819.014,22.5103,5820.5963,22.5007,938.211,5.1492
W42,Marsh,6/11/13,0.52,33.3333,6605.4846,25.5527,6607.3965,25.5422,1186.4852,6.5118
W42,Marsh,6/24/13,0.35,22.4359,3708.2152,14.3449,3708.8365,14.3372,326.2363,1.7905
W42,Marsh,7/8/13,0.63,40.3846,8770.1096,33.9263,8773.2535,33.9147,2038.1238,11.1858
W42,Marsh,7/22/13,0.88,56.4103,13511.2434,52.267,13517.8439,52.2559,4811.6988,26.408
W42,Marsh,8/6/13,1,64.1026,15682.0111,60.6644,15690.411,60.6544,6563.1761,36.0206
W42,Marsh,8/20/13,1.28,82.0513,20872.9815,80.7452,20885.8166,80.7382,11679.0333,64.0978
W42,Marsh,9/2/13,1.32,84.6154,21603.2094,83.57,21616.721,83.5637,12528.6707,68.7609
W42,Marsh,9/16/13,1.29,82.6923,21057.4666,81.4588,21070.4661,81.452,11888.686,65.2485
W42,Marsh,10/1/13,1.24,79.4872,20130.3072,77.8722,20142.4898,77.8647,10858.9478,59.597
W42,Marsh,10/10/13,1.19,76.2821,19200.2024,74.2742,19211.5775,74.2661,9875.6875,54.2006
W42,Marsh,10/29/13,1.04,66.6667,16409.7756,63.4797,16418.7857,63.47,7205.0017,39.5431
W42,Marsh,11/12/13,1.02,65.3846,16045.5137,62.0706,16054.2181,62.0607,6880.4501,37.7618
W42,Marsh,11/25/13,0.88,56.4103,13511.2434,52.267,13517.8439,52.2559,4811.6988,26.408
W42,Marsh,12/11/13,1,64.1026,15682.0111,60.6644,15690.411,60.6544,6563.1761,36.0206
W42,Marsh,12/26/13,0.96,61.5385,14957.0149,57.8598,14964.8097,57.8494,5950.4024,32.6575
W42,Marsh,1/9/14,1,64.1026,15682.0111,60.6644,15690.411,60.6544,6563.1761,36.0206
W42,Marsh,1/21/14,0.98,62.8205,15319.2633,59.2611,15327.36,59.2509,6253.1646,34.3191
W42,Marsh,2/4/14,0.94,60.2564,14595.1188,56.4598,14602.613,56.4493,5654.8817,31.0356
W42,Marsh,2/18/14,1.04,66.6667,16409.7756,63.4797,16418.7857,63.47,7205.0017,39.5431
W42,Marsh,3/7/14,1.22,78.2051,19758.1926,76.4327,19770.0513,76.425,10460.0629,57.4078
W42,Marsh,3/18/14,1.25,80.1282,20316.4026,78.5921,20328.7477,78.5847,11061.1813,60.7069
W42,Marsh,4/1/14,1.21,77.5641,19572.1717,75.7131,19583.8688,75.7053,10263.4111,56.3285
W42,Marsh,5/6/14,1.49,95.5128,24598.7535,95.1579,24615.4773,95.1559,16455.121,90.3103
W42,Marsh,5/14/14,1.5,96.1538,24776.3956,95.8451,24793.3161,95.8434,16701.9966,91.6653
W42,Marsh,5/27/14,1.41,90.3846,23182.7163,89.6801,23197.9,89.676,14543.9261,79.8212
W42,Marsh,6/9/14,1.43,91.6667,23535.7659,91.0459,23551.3295,91.0423,15011.1097,82.3852
W42,Marsh,6/23/14,1.32,84.6154,21603.2094,83.57,21616.721,83.5637,12528.6707,68.7609
W42,Marsh,7/7/14,1.21,77.5641,19572.1717,75.7131,19583.8688,75.7053,10263.4111,56.3285
W42,Marsh,7/24/14,1.08,69.2308,17153.3265,66.356,17162.9553,66.3468,7876.1762,43.2267
W42,Marsh,8/4/14,0.93,59.6154,14414.3028,55.7604,14421.6472,55.7497,5509.8346,30.2395
W42,Marsh,8/18/14,0.77,49.359,11330.719,43.8318,11335.739,43.8205,3440.0117,18.8798
W42,Marsh,9/4/14,0.65,41.6667,9118.073,35.2724,9121.4773,35.2609,2217.011,12.1676
W42,Marsh,9/16/14,0.6,38.4615,8242.0197,31.8835,8244.779,31.8718,1782.9234,9.7852
W42,Marsh,10/1/14,0.49,31.4103,6009.5613,23.2474,6011.2246,23.2376,997.3505,5.4737
W42,Marsh,10/15/14,0.43,27.5641,4927.2575,19.0606,4928.4497,19.0519,669.9806,3.677
W42,Marsh,10/31/14,0.28,17.9487,1862.175,7.2036,1862.4646,7.1997,117.1197,0.6428
W42,Marsh,11/10/14,0.18,11.5385,409.5885,1.5845,409.7051,1.5838,32.6022,0.1789
W42,Marsh,12/1/14,0.43,27.5641,4927.2575,19.0606,4928.4497,19.0519,669.9806,3.677
W42,Marsh,12/11/14,0.37,23.7179,3989.4369,15.4328,3990.1945,15.4249,403.1867,2.2128
W42,Marsh,12/22/14,0.34,21.7949,3573.4836,13.8237,3574.0384,13.8161,289.8311,1.5907
W42,Marsh,1/7/15,0.85,54.4872,12966.9957,50.1616,12973.1544,50.1503,4414.5164,24.2281
W42,Marsh,1/21/15,0.8,51.2821,11978.6467,46.3383,11984.0827,46.3268,3789.5311,20.798
W42,Marsh,2/2/15,0.86,55.1282,13148.8049,50.8649,13155.1105,50.8537,4545.0957,24.9448
W42,Marsh,2/5/15,0.89,57.0513,13691.9114,52.9659,13698.6599,52.9548,4947.7149,27.1545
W42,Marsh,2/17/15,0.87,55.7692,13330.2204,51.5667,13336.6732,51.5555,4677.4912,25.6714
W42,Marsh,3/4/15,0.91,58.3333,14052.9351,54.3624,14059.9809,54.3516,5225.1628,28.6772
W42,Marsh,3/24/15,0.91,58.3333,14052.9351,54.3624,14059.9809,54.3516,5225.1628,28.6772
W42,Marsh,4/13/15,0.81,51.9231,12205.3828,47.2154,12210.9584,47.2038,3910.4468,21.4616
W42,Marsh,4/30/15,0.9,57.6923,13872.3834,53.664,13879.2804,53.6531,5085.5363,27.9109
W42,Marsh,5/14/15,0.74,47.4359,10731.2118,41.5127,10735.8204,41.5014,3109.2037,17.0642
W42,Marsh,5/26/15,0.62,39.7436,8594.8989,33.2486,8597.9138,33.2369,1951.298,10.7093
W42,Marsh,6/10/15,0.64,41.0256,8944.5009,34.601,8947.7746,34.5894,2126.6975,11.6719
W42,Marsh,6/22/15,0.5,32.0513,6204.1555,24.0002,6205.9007,23.9901,1058.4158,5.8089
W42,Marsh,7/8/15,0.4,25.641,4440.6697,17.1783,4441.6397,17.17,529.5501,2.9063
W42,Marsh,7/20/15,0.27,17.3077,1534.7151,5.9369,1534.9816,5.9338,100.1706,0.5498
W42,Marsh,8/3/15,0.29,18.5897,2206.2472,8.5347,2206.5607,8.5299,137.4633,0.7544
W42,Marsh,8/20/15,0.2,12.8205,491.4283,1.901,491.5705,1.9003,41.5816,0.2282
W42,Marsh,8/31/15,0,0,0,0,0,0,0,0
W42,Marsh,9/14/15,0,0,0,0,0,0,0,0
W42,Marsh,10/1/15,0,0,0,0,0,0,0,0
W42,Marsh,10/12/15,0,0,0,0,0,0,0,0
W42,Marsh,10/26/15,0,0,0,0,0,0,0,0
W42,Marsh,11/12/15,0.3,19.2308,2548.5014,9.8586,2548.8389,9.853,161.2386,0.8849
W42,Marsh,11/23/15,0.3,19.2308,2548.5014,9.8586,2548.8389,9.853,161.2386,0.8849
W42,Marsh,12/7/15,0.29,18.5897,2206.2472,8.5347,2206.5607,8.5299,137.4633,0.7544
W42,Marsh,12/21/15,0.25,16.0256,1010.3564,3.9085,1010.5804,3.9066,75.011,0.4117
W42,Marsh,1/7/16,0.38,24.359,4135.927,15.9994,4136.7543,15.9914,443.8103,2.4358
W42,Marsh,1/20/16,0.41,26.2821,4598.9351,17.7905,4599.9781,17.7821,574.7448,3.1544
W42,Marsh,2/1/16,0.44,28.2051,5097.3825,19.7187,5098.6508,19.7098,720.1003,3.9521
W42,Marsh,2/18/16,0.64,41.0256,8944.5009,34.601,8947.7746,34.5894,2126.6975,11.6719
W42,Marsh,3/2/16,0.65,41.6667,9118.073,35.2724,9121.4773,35.2609,2217.011,12.1676
W42,Marsh,3/14/16,0.63,40.3846,8770.1096,33.9263,8773.2535,33.9147,2038.1238,11.1858
W42,Marsh,3/28/16,0.71,45.5128,10177.6021,39.3711,10181.8037,39.3598,2795.664,15.3434
W42,Marsh,4/11/16,0.95,60.8974,14776.0228,57.1596,14783.6671,57.1492,5801.7373,31.8416
W42,Marsh,4/25/16,1.09,69.8718,17339.9125,67.0778,17349.698,67.0686,8048.6426,44.1732
W42,Marsh,5/9/16,0.98,62.8205,15319.2633,59.2611,15327.36,59.2509,6253.1646,34.3191
W42,Marsh,5/23/16,0.93,59.6154,14414.3028,55.7604,14421.6472,55.7497,5509.8346,30.2395
W42,Marsh,6/10/16,0.79,50.641,11757.2907,45.482,11762.5876,45.4706,3670.8559,20.1467
W42,Marsh,6/27/16,0.74,47.4359,10731.2118,41.5127,10735.8204,41.5014,3109.2037,17.0642
W42,Marsh,7/19/16,0.55,35.2564,7237.7435,27.9985,7239.9129,27.9873,1394.0436,7.6509
W42,Marsh,8/1/16,0.39,25,4286.3366,16.5813,4287.2347,16.5731,485.9183,2.6669
W42,Marsh,8/15/16,0.47,30.1282,5632.5136,21.7888,5634.016,21.7794,880.9568,4.8349
W42,Marsh,8/29/16,0.31,19.8718,2888.9375,11.1756,2889.2994,11.1692,188.4273,1.0341
W42,Marsh,9/12/16,0.2,12.8205,491.4283,1.901,491.5705,1.9003,41.5816,0.2282
W42,Marsh,9/26/16,0.15,9.6154,318.6545,1.2327,318.7377,1.2321,21.7529,0.1194
W42,Marsh,10/10/16,0,0,0,0,0,0,0,0
W42,Marsh,10/24/16,0,0,0,0,0,0,0,0
W42,Marsh,11/7/16,0,0,0,0,0,0,0,0
W42,Marsh,11/21/16,0,0,0,0,0,0,0,0
W42,Marsh,12/5/16,0,0,0,0,0,0,0,0
W42,Marsh,12/20/16,0.6,38.4615,8242.0197,31.8835,8244.779,31.8718,1782.9234,9.7852
W42,Marsh,1/4/17,0.74,47.4359,10731.2118,41.5127,10735.8204,41.5014,3109.2037,17.0642
W42,Marsh,1/17/17,0.73,46.7949,10542.1363,40.7813,10546.6086,40.77,3002.8415,16.4804
W42,Marsh,1/31/17,1.05,67.3077,16592.1913,64.1853,16601.3547,64.1758,7370.0114,40.4487
W42,Marsh,2/14/17,1.09,69.8718,17339.9125,67.0778,17349.698,67.0686,8048.6426,44.1732
W42,Marsh,2/27/17,1.08,69.2308,17153.3265,66.356,17162.9553,66.3468,7876.1762,43.2267
W42,Marsh,3/14/17,1.02,65.3846,16045.5137,62.0706,16054.2181,62.0607,6880.4501,37.7618
W42,Marsh,3/28/17,0.92,58.9744,14233.5749,55.0612,14240.7699,55.0505,5366.5953,29.4534
W42,Marsh,4/11/17,0.9,57.6923,13872.3834,53.664,13879.2804,53.6531,5085.5363,27.9109
W42,Marsh,4/25/17,0.77,49.359,11330.719,43.8318,11335.739,43.8205,3440.0117,18.8798
W42,Marsh,5/10/17,0.67,42.9487,9466.4204,36.62,9470.0878,36.6085,2402.848,13.1875
W42,Marsh,5/23/17,0.6,38.4615,8242.0197,31.8835,8244.779,31.8718,1782.9234,9.7852
W42,Marsh,6/11/17,0.51,32.6923,6402.7966,24.7686,6404.6247,24.7583,1121.4471,6.1548
W42,Marsh,6/27/17,0.53,33.9744,6812.2195,26.3524,6814.2163,26.3417,1253.5703,6.8799
W42,Marsh,7/10/17,0.39,25,4286.3366,16.5813,4287.2347,16.5731,485.9183,2.6669
W42,Marsh,7/26/17,0.38,24.359,4135.927,15.9994,4136.7543,15.9914,443.8103,2.4358
W42,Marsh,8/7/17,0.28,17.9487,1862.175,7.2036,1862.4646,7.1997,117.1197,0.6428
W42,Marsh,8/21/17,0.23,14.7436,660.119,2.5536,660.3057,2.5525,58.5923,0.3216
W42,Marsh,9/13/17,0.28,17.9487,1862.175,7.2036,1862.4646,7.1997,117.1197,0.6428
W42,Marsh,9/25/17,0.15,9.6154,318.6545,1.2327,318.7377,1.2321,21.7529,0.1194
W42,Marsh,10/9/17,0.08,5.1282,164.4182,0.636,164.4385,0.6357,5.2284,0.0287
W42,Marsh,10/23/17,0,0,0,0,0,0,0,0
W42,Marsh,11/6/17,0,0,0,0,0,0,0,0
W42,Marsh,11/20/17,0,0,0,0,0,0,0,0
W42,Marsh,12/4/17,0,0,0,0,0,0,0,0
W42,Marsh,12/18/17,0,0,0,0,0,0,0,0
W42,Marsh,1/2/18,0,0,0,0,0,0,0,0
W42,Marsh,1/17/18,0.07,4.4872,147.7459,0.5715,147.7588,0.5712,3.6687,0.0201
W42,Marsh,1/29/18,0.34,21.7949,3573.4836,13.8237,3574.0384,13.8161,289.8311,1.5907
W42,Marsh,2/12/18,0.5,32.0513,6204.1555,24.0002,6205.9007,23.9901,1058.4158,5.8089
W42,Marsh,3/1/18,0.49,31.4103,6009.5613,23.2474,6011.2246,23.2376,997.3505,5.4737
W42,Marsh,3/12/18,0.44,28.2051,5097.3825,19.7187,5098.6508,19.7098,720.1003,3.9521
W42,Marsh,3/26/18,0.37,23.7179,3989.4369,15.4328,3990.1945,15.4249,403.1867,2.2128
W42,Marsh,4/10/18,0.25,16.0256,1010.3564,3.9085,1010.5804,3.9066,75.011,0.4117
W42,Marsh,4/24/18,0.31,19.8718,2888.9375,11.1756,2889.2994,11.1692,188.4273,1.0341
W42,Marsh,5/9/18,0.15,9.6154,318.6545,1.2327,318.7377,1.2321,21.7529,0.1194
W42,Marsh,5/22/18,0.14,8.9744,292.5996,1.1319,292.6726,1.1314,18.6977,0.1026
W42,Marsh,6/6/18,0.17,10.8974,375.5868,1.4529,375.6915,1.4523,28.6802,0.1574
W42,Marsh,6/22/18,0.1,6.4103,201.7838,0.7806,201.8201,0.7802,8.8815,0.0487
W42,Marsh,7/3/18,0.09,5.7692,182.4308,0.7057,182.4589,0.7053,6.9616,0.0382
W42,Marsh,7/16/18,0.13,8.3333,267.8851,1.0363,267.9483,1.0358,15.8964,0.0872
W42,Marsh,8/7/18,0.28,17.9487,1862.175,7.2036,1862.4646,7.1997,117.1197,0.6428
W42,Marsh,8/21/18,0.3,19.2308,2548.5014,9.8586,2548.8389,9.853,161.2386,0.8849
W42,Marsh,9/10/18,0.26,16.6667,1250.7001,4.8382,1250.9446,4.8358,86.2799,0.4735
W42,Marsh,9/25/18,0.12,7.6923,244.5109,0.9459,244.5648,0.9454,13.3355,0.0732
W42,Marsh,10/8/18,0,0,0,0,0,0,0,0
W42,Marsh,11/29/18,0.46,29.4872,5450.06,21.083,5451.4834,21.0738,825.5473,4.5308
W42,Marsh,12/13/18,0.76,48.7179,11125.5032,43.038,11130.3856,43.0267,3327.735,18.2635
W42,Marsh,1/3/19,1.03,66.0256,16227.5497,62.7747,16236.4068,62.765,7041.8153,38.6475
W42,Marsh,1/18/19,1.11,71.1538,17712.5404,68.5193,17722.6408,68.5103,8399.1681,46.097
W42,Marsh,1/30/19,1.31,83.9744,21424.8281,82.8799,21438.1579,82.8734,12313.5127,67.58
W42,Marsh,2/12/19,1.46,93.5897,24066.6668,93.0996,24082.8063,93.0968,15725.1428,86.304
W42,Marsh,2/26/19,1.46,93.5897,24066.6668,93.0996,24082.8063,93.0968,15725.1428,86.304
W42,Marsh,3/12/19,1.61,103.205833,26641.17,103.05565,26657.39,103.04824,19550.372,107.298874
W42,Marsh,3/26/19,1.53,98.0769,25310.3566,97.9107,25327.8733,97.9098,17453.2939,95.7886
W42,Marsh,4/9/19,1.55,99.359,25667.2046,99.2912,25685.1235,99.2909,17963.0684,98.5864
W42,Marsh,4/24/19,1.51,96.7949,24954.2078,96.533,24971.3261,96.5315,16950.6495,93.0299
W42,Marsh,5/8/19,1.42,91.0256,23359.1474,90.3626,23374.5207,90.3588,14776.6353,81.0983
W42,Marsh,5/22/19,1.35,86.5385,22128.0654,85.6003,22142.1275,85.5947,13184.6364,72.361
W42,Marsh,6/5/19,1.14,73.0769,18270.638,70.6782,18281.2138,70.6696,8938.9179,49.0593
W42,Marsh,6/25/19,1.1,70.5128,17526.2991,67.7988,17536.2418,67.7898,8222.9738,45.13
W42,Marsh,7/23/19,0.94,60.2564,14595.1188,56.4598,14602.613,56.4493,5654.8817,31.0356
W42,Marsh,8/6/19,0.95,60.8974,14776.0228,57.1596,14783.6671,57.1492,5801.7373,31.8416
W42,Marsh,8/20/19,0.84,53.8462,12784.7548,49.4566,12790.7671,49.4452,4285.7573,23.5214
W42,Marsh,9/10/19,0.66,42.3077,9291.6473,35.9439,9295.1828,35.9323,2309.0587,12.6728
W42,Marsh,9/24/19,0.48,30.7692,5819.014,22.5103,5820.5963,22.5007,938.211,5.1492
W42,Marsh,10/8/19,0.27,17.3077,1534.7151,5.9369,1534.9816,5.9338,100.1706,0.5498
W42,Marsh,10/23/19,0.27,17.3077,1534.7151,5.9369,1534.9816,5.9338,100.1706,0.5498
W42,Marsh,11/5/19,0.3,19.2308,2548.5014,9.8586,2548.8389,9.853,161.2386,0.8849
W42,Marsh,11/19/19,0.26,16.6667,1250.7001,4.8382,1250.9446,4.8358,86.2799,0.4735
W42,Marsh,12/2/19,0.22,14.1026,591.7162,2.289,591.8871,2.2881,52.3823,0.2875
W42,Marsh,12/16/19,0.23,14.7436,660.119,2.5536,660.3057,2.5525,58.5923,0.3216
W42,Marsh,1/6/20,0.74,47.4359,10731.2118,41.5127,10735.8204,41.5014,3109.2037,17.0642
W42,Marsh,1/22/20,0.75,48.0769,10925.6675,42.2649,10930.4127,42.2536,3217.4837,17.6585
W42,Marsh,2/4/20,0.74,47.4359,10731.2118,41.5127,10735.8204,41.5014,3109.2037,17.0642
W42,Marsh,2/18/20,0.93,59.6154,14414.3028,55.7604,14421.6472,55.7497,5509.8346,30.2395
W42,Marsh,3/3/20,1.07,68.5897,16966.5354,65.6334,16976.008,65.6241,7705.5767,42.2904
W42,Marsh,4/1/20,1.32,84.6154,21603.2094,83.57,21616.721,83.5637,12528.6707,68.7609
W42,Marsh,5/12/20,1.47,94.2308,24243.8917,93.7852,24260.225,93.7826,15966.6954,87.6297
W42,Marsh,6/1/20,1.4,89.7436,23006.4727,88.9984,23021.4675,88.994,14312.9803,78.5537
W42,Marsh,6/16/20,1.33,85.2564,21778.0144,84.2462,21791.7087,84.2401,12745.5768,69.9513
W42,Marsh,7/1/20,1.2,76.9231,19386.1749,74.9936,19397.7109,74.9856,10068.6194,55.2594
W42,Marsh,7/15/20,1.3,83.3333,21241.4238,82.1704,21254.5882,82.1638,12100.1809,66.4092
W42,Marsh,8/6/20,1.02,65.3846,16045.5137,62.0706,16054.2181,62.0607,6880.4501,37.7618
W42,Marsh,8/20/20,1.12,71.7949,17898.6657,69.2393,17908.9242,69.2304,8577.2242,47.0742
W42,Marsh,9/2/20,1.17,75,18828.33,72.8356,18839.3844,72.8273,9495.4024,52.1134
W42,Marsh,9/24/20,1.4,89.7436,23006.4727,88.9984,23021.4675,88.994,14312.9803,78.5537
W42,Marsh,10/7/20,1.4,89.7436,23006.4727,88.9984,23021.4675,88.994,14312.9803,78.5537
W42,Marsh,10/20/20,1.31,83.9744,21424.8281,82.8799,21438.1579,82.8734,12313.5127,67.58
W42,Marsh,11/3/20,1.27,81.4103,20687.9683,80.0294,20700.6395,80.0224,11471.2281,62.9573
W42,Marsh,11/17/20,1.22,78.2051,19758.1926,76.4327,19770.0513,76.425,10460.0629,57.4078
W42,Marsh,12/8/20,1.1,70.5128,17526.2991,67.7988,17536.2418,67.7898,8222.9738,45.13
W42,Marsh,12/22/20,1.04,66.6667,16409.7756,63.4797,16418.7857,63.47,7205.0017,39.5431
W42,Marsh,1/12/21,1.28,82.0513,20872.9815,80.7452,20885.8166,80.7382,11679.0333,64.0978
W42,Marsh,1/28/21,1.36,87.1795,22303.3721,86.2785,22317.6192,86.2731,13406.7934,73.5803
W42,Marsh,2/10/21,1.43,91.6667,23535.7659,91.0459,23551.3295,91.0423,15011.1097,82.3852
W42,Marsh,3/2/21,1.6,102.564803,26461,102.3587,26477.1,102.3513,19282.05,105.82624
W42,Marsh,3/16/21,1.59,101.923773,26280.83,101.66175,26296.81,101.65436,19015.578,104.363758
W42,Marsh,3/31/21,1.54,98.7179,25488.6932,98.6006,25506.4105,98.6,17707.2891,97.1826
W42,Marsh,4/21/21,1.51,96.7949,24954.2078,96.533,24971.3261,96.5315,16950.6495,93.0299
W42,Marsh,5/6/21,1.5,96.1538,24776.3956,95.8451,24793.3161,95.8434,16701.9966,91.6653
W42,Marsh,5/18/21,1.42,91.0256,23359.1474,90.3626,23374.5207,90.3588,14776.6353,81.0983
W42,Marsh,6/4/21,1.28,82.0513,20872.9815,80.7452,20885.8166,80.7382,11679.0333,64.0978
W42,Marsh,6/30/21,1.14,73.0769,18270.638,70.6782,18281.2138,70.6696,8938.9179,49.0593
W42,Marsh,7/21/21,1.34,85.8974,21952.9462,84.9229,21966.824,84.9171,12964.2315,71.1514
W42,Marsh,8/3/21,1.44,92.3077,23712.5718,91.7298,23728.3265,91.7265,15247.3512,83.6818
W42,Marsh,8/23/21,1.4,89.7436,23006.4727,88.9984,23021.4675,88.994,14312.9803,78.5537
W42,Marsh,9/14/21,1.48,94.8718,24421.2537,94.4713,24437.7818,94.469,16210.0211,88.9652
W42,Marsh,9/29/21,1.45,92.9487,23889.5586,92.4145,23905.5053,92.4114,15485.3617,84.988
W42,Marsh,10/12/21,1.54,98.7179,25488.6932,98.6006,25506.4105,98.6,17707.2891,97.1826
W42,Marsh,10/27/21,1.43,91.6667,23535.7659,91.0459,23551.3295,91.0423,15011.1097,82.3852
W42,Marsh,11/9/21,1.4,89.7436,23006.4727,88.9984,23021.4675,88.994,14312.9803,78.5537
W42,Marsh,11/22/21,1.29,82.6923,21057.4666,81.4588,21070.4661,81.452,11888.686,65.2485
W42,Marsh,12/9/21,1.2,76.9231,19386.1749,74.9936,19397.7109,74.9856,10068.6194,55.2594
W42,Marsh,1/4/22,1.19,76.2821,19200.2024,74.2742,19211.5775,74.2661,9875.6875,54.2006
W42,Marsh,1/19/22,1.45,92.9487,23889.5586,92.4145,23905.5053,92.4114,15485.3617,84.988
W42,Marsh,1/31/22,1.43,91.6667,23535.7659,91.0459,23551.3295,91.0423,15011.1097,82.3852
W42,Marsh,2/15/22,1.42,91.0256,23359.1474,90.3626,23374.5207,90.3588,14776.6353,81.0983
W42,Marsh,3/7/22,1.27,81.4103,20687.9683,80.0294,20700.6395,80.0224,11471.2281,62.9573
W42,Marsh,3/22/22,1.34,85.8974,21952.9462,84.9229,21966.824,84.9171,12964.2315,71.1514
W42,Marsh,4/5/22,1.32,84.6154,21603.2094,83.57,21616.721,83.5637,12528.6707,68.7609
W42,Marsh,4/25/22,1.27,81.4103,20687.9683,80.0294,20700.6395,80.0224,11471.2281,62.9573
W42,Marsh,5/10/22,1.09,69.8718,17339.9125,67.0778,17349.698,67.0686,8048.6426,44.1732
