CoV,HLength,Type,Wetland,Sample,Date_collected,Taxa,Insect,tot_biomass,Count,FFG,Female dispersal distance,Adult flyer strength,Voltanism
0.4596531,Intermediate,Swamp,W52,622W52B3,6/22/2023,Buenoa,Insect,0.3012879823,4,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,209W53B2,2/9/2023,Buenoa,Insect,2.182092474,2,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,209W53B3,2/9/2023,Buenoa,Insect,2.599950094,2,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,307W53B1,3/7/2023,Buenoa,Insect,0.5869876944,2,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,307W53B3,3/7/2023,Buenoa,Insect,0.6391062272,2,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,412W53B1,4/12/2023,Buenoa,Insect,0.2489996354,2,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,412W53B2,4/12/2023,Buenoa,Insect,10.37520262,28,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,412W53B3,4/12/2023,Buenoa,Insect,0.4073468435,2,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Buenoa,Insect,1.996182011,10,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,512W53B2,5/12/2023,Buenoa,Insect,0.1371726193,5,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,512W53B3,5/12/2023,Buenoa,Insect,0.07532199555,1,PR,High,Strong,***
0.3163063,Long,Swamp,W58,307W58B1,3/7/2023,Buenoa,Insect,0.1736776398,1,PR,High,Strong,***
0.3163063,Long,Swamp,W58,412W58B1,4/12/2023,Buenoa,Insect,0.3192539332,8,PR,High,Strong,***
0.3163063,Long,Swamp,W58,412W58B2,4/12/2023,Buenoa,Insect,0.06756223108,2,PR,High,Strong,***
0.3163063,Long,Swamp,W58,412W58B3,4/12/2023,Buenoa,Insect,0.01006307501,1,PR,High,Strong,***
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Buenoa,Insect,0.07532199555,1,PR,High,Strong,***
0.3163063,Long,Swamp,W58,512W58B3,5/12/2023,Buenoa,Insect,6.85211868,8,PR,High,Strong,***
0.3163063,Long,Swamp,W58,512W8B2,5/12/2023,Buenoa,Insect,5.892074228,9,PR,High,Strong,***
0.3163063,Long,Swamp,W58,622W58B2,6/22/2023,Buenoa,Insect,2.646352281,3,PR,High,Strong,***
0.3163063,Long,Swamp,W58,622W58B3,6/22/2023,Buenoa,Insect,0.02320346275,1,PR,High,Strong,***
0.3681222,Intermediate,Swamp,W68,512W68B1,5/12/2023,Buenoa,Insect,0.02320346275,1,PR,High,Strong,***
0.3195769,Intermediate,Marsh,W53,622W53B3,6/22/2023,Celina,Insect,0.1029,1,PR,,,
0.3681222,Intermediate,Swamp,W68,307W68B3,3/7/2023,Celina,Insect,0.1029,1,PR,,,
0.3835618,Long,Marsh,W46,412W46B3,4/12/2023,Celithemis,Insect,14.02951139,1,PR,***,***,Univoltine
0.5491605,Short,Marsh,W37,209W37B2,2/9/2023,Ceratopogon,Insect,0.1550422957,1,PR,Low,Weak,Univoltine
0.2360643,Long,Marsh,W42,622W42B1,6/22/2023,Ceratopogon,Insect,0.09091623429,1,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,209W46B1,2/9/2023,Ceratopogon,Insect,0.182746039,4,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,209W46B2,2/9/2023,Ceratopogon,Insect,0.01732118856,1,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,209W46B3,2/9/2023,Ceratopogon,Insect,0.8880978852,13,PR,Low,Weak,Univoltine
0.4596531,Intermediate,Swamp,W52,209W52B3,2/9/2023,Ceratopogon,Insect,0.1550422957,1,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,622W46B2,6/22/2023,Ceratopogonidae,Insect,0.02953836418,1,PR,Low,Weak,Univoltine
0.5491605,Short,Marsh,W37,209W37B2,2/9/2023,Cercyon,Insect,30.98132251,1,PR,***,Strong,Univoltine
0.5491605,Short,Marsh,W37,622W37B1,6/22/2023,Cercyon,Insect,0.611835084,1,PR,***,Strong,Univoltine
0.2360643,Long,Marsh,W42,412W42B2,4/12/2023,Cercyon,Insect,5.469188646,1,PR,***,Strong,Univoltine
0.3916141,Long,Swamp,W11,412W11B2,4/12/2023,Chaoborus,Insect,5.061183035,47,PR,Low,Weak,Univoltine
0.3916141,Long,Swamp,W11,412W11B3,4/12/2023,Chaoborus,Insect,0.2095796635,5,PR,Low,Weak,Univoltine
0.3916141,Long,Swamp,W11,512W11B1,5/12/2023,Chaoborus,Insect,6.798241857,49,PR,Low,Weak,Univoltine
0.3916141,Long,Swamp,W11,512W11B2,5/12/2023,Chaoborus,Insect,20.61810372,144,PR,Low,Weak,Univoltine
0.3916141,Long,Swamp,W11,512W11B3,5/12/2023,Chaoborus,Insect,12.21377631,84,PR,Low,Weak,Univoltine
0.3916141,Long,Swamp,W11,622W11B3,6/22/2023,Chaoborus,Insect,0.5979608284,2,PR,Low,Weak,Univoltine
0.4723248,Short,Swamp,W32,412W32B1,4/12/2023,Chaoborus,Insect,0.1387396297,1,PR,Low,Weak,Univoltine
0.4723248,Short,Swamp,W32,412W32B3,4/12/2023,Chaoborus,Insect,0.1387396297,1,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Chaoborus,Insect,0.1387396297,1,PR,Low,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,307W53B1,3/7/2023,Chaoborus,Insect,0.08099486629,1,PR,Low,Weak,Univoltine
0.3681222,Intermediate,Swamp,W68,209W68B3,2/9/2023,Chaoborus,Insect,0.2186892596,1,PR,Low,Weak,Univoltine
0.3681222,Intermediate,Swamp,W68,307W68B1,3/7/2023,Chaoborus,Insect,0.2186892596,1,PR,Low,Weak,Univoltine
0.3681222,Intermediate,Swamp,W68,412W68B1,4/12/2023,Chaoborus,Insect,0.4081861817,3,PR,Low,Weak,Univoltine
0.4596531,Intermediate,Swamp,W52,622W52B2,6/22/2023,Chauloides,Insect,25.40101808,1,PR,Low,Weak,Univoltine
0.4596531,Intermediate,Swamp,W52,622W52B3,6/22/2023,Chauloides,Insect,0.07298746043,1,PR,Low,Weak,Univoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Chauloides,Insect,0.1192133757,1,PR,Low,Weak,Univoltine
0.3681222,Intermediate,Swamp,W68,622W68B3,6/22/2023,Chauloides,Insect,10.7814845,1,PR,Low,Weak,Univoltine
0.2360643,Long,Marsh,W42,209W42B3,2/9/2023,Chrysops,Insect,7.7101559,1,PR,High,Strong,Univoltine
0.2360643,Long,Marsh,W42,412W42B2,4/12/2023,Chrysops,Insect,8.94089645,1,PR,High,Strong,Univoltine
0.4596531,Intermediate,Swamp,W52,307W52B2,3/7/2023,Chrysops,Insect,1.949709933,1,PR,High,Strong,Univoltine
0.4596531,Intermediate,Swamp,W52,307W52B3,3/7/2023,Chrysops,Insect,2.967852698,2,PR,High,Strong,Univoltine
0.3163063,Long,Swamp,W58,209W58B2,2/9/2023,Chrysops,Insect,11.74731794,1,PR,High,Strong,Univoltine
0.4723248,Short,Swamp,W32,622W32B1,6/22/2023,Coenagrionidae,Insect,0.3464099741,1,PR,Low,Weak,Univoltine
0.5491605,Short,Marsh,W37,412W37B3,4/12/2023,Coenagrionidae,Insect,1.181936904,2,PR,Low,Weak,Univoltine
0.5491605,Short,Marsh,W37,622W37B3,6/22/2023,Coenagrionidae,Insect,2.042112579,2,PR,Low,Weak,Univoltine
0.2360643,Long,Marsh,W42,412W42B2,4/12/2023,Coenagrionidae,Insect,1.021056289,1,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,209W46B3,2/9/2023,Coenagrionidae,Insect,0.1608806145,1,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,412W46B1,4/12/2023,Coenagrionidae,Insect,36.03188308,18,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Coenagrionidae,Insect,88.68639072,33,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,412W46B3,4/12/2023,Coenagrionidae,Insect,3.535488195,4,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,512W46B2,5/12/2023,Coenagrionidae,Insect,20.93190318,4,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Coenagrionidae,Insect,23.96436663,5,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,622W46B1,6/22/2023,Coenagrionidae,Insect,6.177080051,11,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,622W46B2,6/22/2023,Coenagrionidae,Insect,35.96489785,12,PR,Low,Weak,Univoltine
0.3835618,Long,Marsh,W46,622W46B3,6/22/2023,Coenagrionidae,Insect,1.25597929,2,PR,Low,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,412W53B1,4/12/2023,Coenagrionidae,Insect,2.758390038,9,PR,Low,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,412W53B2,4/12/2023,Coenagrionidae,Insect,3.219606338,2,PR,Low,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,412W53B3,4/12/2023,Coenagrionidae,Insect,18.60759788,12,PR,Low,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Coenagrionidae,Insect,19.44092424,3,PR,Low,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,512W53B2,5/12/2023,Coenagrionidae,Insect,0.6279896452,1,PR,Low,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,512W53B3,5/12/2023,Coenagrionidae,Insect,1.25597929,2,PR,Low,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,622W53B2,6/22/2023,Coenagrionidae,Insect,0.1608806145,1,PR,Low,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,622W53B3,6/22/2023,Coenagrionidae,Insect,0.1608806145,1,PR,Low,Weak,Univoltine
0.3968312,Intermediate,Marsh,W21,307W21B1,3/7/2023,Copelatus,Insect,5.469188646,1,PR,***,***,Univoltine
0.5944965,Short,Marsh,W15,209W15B2,2/9/2023,Coptotomus,Insect,19.63308176,1,PR,***,***,Univoltine
0.3968312,Intermediate,Marsh,W21,307W21B1,3/7/2023,Coptotomus,Insect,0.1029,1,PR,***,***,Univoltine
0.2360643,Long,Marsh,W42,209W42B1,2/9/2023,Coptotomus,Insect,19.63308176,1,PR,***,***,Univoltine
0.2360643,Long,Marsh,W42,307W42B1,3/7/2023,Coptotomus,Insect,11.23361725,1,PR,***,***,Univoltine
0.2360643,Long,Marsh,W42,307W42B2,3/7/2023,Coptotomus,Insect,11.23361725,1,PR,***,***,Univoltine
0.2360643,Long,Marsh,W42,412W42B2,4/12/2023,Coptotomus,Insect,76.11731426,5,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,209W46B1,2/9/2023,Coptotomus,Insect,0.4116,4,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,307W46B2,3/7/2023,Coptotomus,Insect,30.37287683,4,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,412W46B1,4/12/2023,Coptotomus,Insect,0.2058,2,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Coptotomus,Insect,0.4116,4,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,412W46B3,4/12/2023,Coptotomus,Insect,77.11693558,3,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,512W46B2,5/12/2023,Coptotomus,Insect,11.23361725,1,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Coptotomus,Insect,11.23361725,1,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,622W46B2,6/22/2023,Coptotomus,Insect,0.2058,2,PR,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Coptotomus,Insect,30.26997683,3,PR,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,512W53B2,5/12/2023,Coptotomus,Insect,11.23361725,1,PR,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,512W53B3,5/12/2023,Coptotomus,Insect,15.08353842,1,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,622W58B3,6/22/2023,Coptotomus,Insect,0.2058,2,PR,***,***,Univoltine
0.3681222,Intermediate,Swamp,W68,412W68B1,4/12/2023,Coptotomus,Insect,0.1029,1,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Cybister,Insect,0.1029,1,PR,***,***,Univoltine
0.5944965,Short,Marsh,W15,209W15B2,2/9/2023,Desmopachria,Insect,0.3500785683,1,PR,***,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,622W53B2,6/22/2023,Dineutus,Insect,26.19003054,1,PR,High,Strong,Univoltine
0.3916141,Long,Swamp,W11,307W11B3,3/7/2023,Dytiscidae,Insect,0.1029,1,PR,,,
0.5944965,Short,Marsh,W15,209W15B1,2/9/2023,Dytiscidae,Insect,1.98309068,1,PR,,,
0.4723248,Short,Swamp,W32,307W32B2,3/7/2023,Dytiscidae,Insect,0.1029,1,PR,,,
0.2360643,Long,Marsh,W42,307W42B2,3/7/2023,Dytiscidae,Insect,0.1029,1,PR,,,
0.2360643,Long,Marsh,W42,307W42B3,3/7/2023,Dytiscidae,Insect,0.1029,1,PR,,,
0.2360643,Long,Marsh,W42,412W42B1,4/12/2023,Dytiscidae,Insect,0.1029,1,PR,,,
0.4596531,Intermediate,Swamp,W52,622W52B1,6/22/2023,Dytiscidae,Insect,0.1029,1,PR,,,
0.3163063,Long,Swamp,W58,307W58B3,3/7/2023,Dytiscidae,Insect,3.465863273,1,PR,,,
0.3681222,Intermediate,Swamp,W68,307W68B3,3/7/2023,Dytiscidae,Insect,0.9654857192,1,PR,,,
0.4723248,Short,Swamp,W32,307W32B3,3/7/2023,Dytiscus,Insect,0.1029,1,PR,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,209W53B2,2/9/2023,Dytiscus,Insect,0.1029,1,PR,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,307W53B3,3/7/2023,Dytiscus,Insect,0.1029,1,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,512W58B3,5/12/2023,Gerridae,Insect,5.916859531,1,PR,,,
0.5491605,Short,Marsh,W37,412W37B2,4/12/2023,Graphoderus,Insect,0.1029,1,PR,***,***,Univoltine
0.5491605,Short,Marsh,W37,412W37B3,4/12/2023,Graphoderus,Insect,0.1029,1,PR,***,***,Univoltine
0.4596531,Intermediate,Swamp,W52,412W52B1,4/12/2023,Graphoderus,Insect,0.1029,1,PR,***,***,Univoltine
0.4596531,Intermediate,Swamp,W52,622W52B1,6/22/2023,Graphoderus,Insect,0.2058,2,PR,***,***,Univoltine
0.4596531,Intermediate,Swamp,W52,622W52B3,6/22/2023,Graphoderus,Insect,37.95367207,2,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,412W58B3,4/12/2023,Graphoderus,Insect,0.2058,2,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Graphoderus,Insect,19.63308176,1,PR,***,***,Univoltine
0.3968312,Intermediate,Marsh,W21,307W21B1,3/7/2023,Hydaticus,Insect,0.1029,1,PR,***,***,Univoltine
0.3968312,Intermediate,Marsh,W21,307W21B2,3/7/2023,Hydaticus,Insect,0.2058,2,PR,***,***,Univoltine
0.3968312,Intermediate,Marsh,W21,307W21B3,3/7/2023,Hydaticus,Insect,0.1029,1,PR,***,***,Univoltine
0.5491605,Short,Marsh,W37,622W37B1,6/22/2023,Hydaticus,Insect,0.1029,1,PR,***,***,Univoltine
0.2360643,Long,Marsh,W42,412W42B3,4/12/2023,Hydraena,Insect,0.1132040489,1,PR,Low,Weak,Bi_multivoltine
0.2360643,Long,Marsh,W42,512W42B1,5/12/2023,Hydrocanthus,Insect,5.949272039,3,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Hydrocanthus,Insect,5.949272039,3,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,209W46B2,2/9/2023,Hydroporus,Insect,0.5145,5,PR,High,Strong,Semivoltine
0.3835618,Long,Marsh,W46,209W46B3,2/9/2023,Hydroporus,Insect,0.4116,4,PR,High,Strong,Semivoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Hydroporus,Insect,1.419863915,1,PR,High,Strong,Semivoltine
0.3163063,Long,Swamp,W58,307W58B1,3/7/2023,Hydroporus,Insect,1.223670168,2,PR,High,Strong,Semivoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Hydroporus,Insect,0.7001571367,2,PR,High,Strong,Semivoltine
0.3835618,Long,Marsh,W46,307W46B1,3/7/2023,Hydrovatus,Insect,0.611835084,1,PR,***,***,***
0.3835618,Long,Marsh,W46,307W46B2,3/7/2023,Hydrovatus,Insect,0.9654857192,1,PR,***,***,***
0.3916141,Long,Swamp,W11,209W11B2,2/9/2023,Hygrotus,Insect,0.3500785683,1,PR,***,***,Bi_multivoltine
0.3916141,Long,Swamp,W11,209W11B3,2/9/2023,Hygrotus,Insect,0.7001571367,2,PR,***,***,Bi_multivoltine
0.3916141,Long,Swamp,W11,412W11B1,4/12/2023,Hygrotus,Insect,0.3500785683,1,PR,***,***,Bi_multivoltine
0.5944965,Short,Marsh,W15,209W15B1,2/9/2023,Hygrotus,Insect,0.3500785683,1,PR,***,***,Bi_multivoltine
0.5944965,Short,Marsh,W15,209W15B3,2/9/2023,Hygrotus,Insect,0.3500785683,1,PR,***,***,Bi_multivoltine
0.3968312,Intermediate,Marsh,W21,307W21B1,3/7/2023,Hygrotus,Insect,0.7001571367,2,PR,***,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,307W37B1,3/7/2023,Hygrotus,Insect,1.98309068,1,PR,***,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,412W42B2,4/12/2023,Hygrotus,Insect,14.40424056,3,PR,***,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B2,2/9/2023,Hygrotus,Insect,0.1029,1,PR,***,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B3,2/9/2023,Hygrotus,Insect,0.2058,2,PR,***,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,307W46B2,3/7/2023,Hygrotus,Insect,0.2058,2,PR,***,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Hygrotus,Insect,0.1029,1,PR,***,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Hygrotus,Insect,3.953764251,12,PR,***,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B2,5/12/2023,Hygrotus,Insect,2.903528546,9,PR,***,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,412W58B1,4/12/2023,Hygrotus,Insect,0.3500785683,1,PR,***,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Hygrotus,Insect,2.10047141,6,PR,***,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,512W58B3,5/12/2023,Hygrotus,Insect,0.3500785683,1,PR,***,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,307W68B1,3/7/2023,Hygrotus,Insect,0.1029,1,PR,***,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,307W68B2,3/7/2023,Hygrotus,Insect,0.1029,1,PR,***,***,Bi_multivoltine
0.3968312,Intermediate,Marsh,W21,307W21B1,3/7/2023,Laccophilus,Insect,3.465863273,1,PR,Low,Strong,Bi_multivoltine
0.5491605,Short,Marsh,W37,209W37B1,2/9/2023,Laccophilus,Insect,5.469188646,1,PR,Low,Strong,Bi_multivoltine
0.5491605,Short,Marsh,W37,307W37B1,3/7/2023,Laccophilus,Insect,3.465863273,1,PR,Low,Strong,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Laccophilus,Insect,10.39758982,3,PR,Low,Strong,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B3,5/12/2023,Laccophilus,Insect,3.465863273,1,PR,Low,Strong,Bi_multivoltine
0.3163063,Long,Swamp,W58,307W58B1,3/7/2023,Laccophilus,Insect,1.98309068,1,PR,Low,Strong,Bi_multivoltine
0.3163063,Long,Swamp,W58,307W58B2,3/7/2023,Laccophilus,Insect,1.98309068,1,PR,Low,Strong,Bi_multivoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Laccophilus,Insect,6.931726546,2,PR,Low,Strong,Bi_multivoltine
0.5491605,Short,Marsh,W37,622W37B1,6/22/2023,Lestes,Insect,36.93382169,2,PR,Low,Strong,Univoltine
0.3835618,Long,Marsh,W46,209W46B3,2/9/2023,Lestes,Insect,18.46691084,1,PR,Low,Strong,Univoltine
0.3835618,Long,Marsh,W46,307W46B2,3/7/2023,Lestes,Insect,18.46691084,1,PR,Low,Strong,Univoltine
0.3835618,Long,Marsh,W46,412W46B1,4/12/2023,Lestes,Insect,5.231008746,2,PR,Low,Strong,Univoltine
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Lestes,Insect,2.760387196,1,PR,Low,Strong,Univoltine
0.3835618,Long,Marsh,W46,412W46B3,4/12/2023,Lestes,Insect,3.5848315,1,PR,Low,Strong,Univoltine
0.3835618,Long,Marsh,W46,512W46B1,5/12/2023,Lestes,Insect,18.46691084,1,PR,Low,Strong,Univoltine
0.4596531,Intermediate,Swamp,W52,412W52B3,4/12/2023,Lestes,Insect,47.96483897,2,PR,Low,Strong,Univoltine
0.3195769,Intermediate,Marsh,W53,307W53B1,3/7/2023,Lestes,Insect,18.46691084,1,PR,Low,Strong,Univoltine
0.3195769,Intermediate,Marsh,W53,412W53B1,4/12/2023,Lestes,Insect,0.6802377552,1,PR,Low,Strong,Univoltine
0.3195769,Intermediate,Marsh,W53,412W53B2,4/12/2023,Lestes,Insect,5.667645476,1,PR,Low,Strong,Univoltine
0.3163063,Long,Swamp,W58,307W58B1,3/7/2023,Lestes,Insect,1.36047551,2,PR,Low,Strong,Univoltine
0.3163063,Long,Swamp,W58,307W58B2,3/7/2023,Lestes,Insect,0.6802377552,1,PR,Low,Strong,Univoltine
0.3163063,Long,Swamp,W58,412W58B1,4/12/2023,Lestes,Insect,34.05034434,1,PR,Low,Strong,Univoltine
0.3916141,Long,Swamp,W11,307W11B1,3/7/2023,Libellulidae,Insect,90.15476064,2,PR,High,Strong,Univoltine
0.3835618,Long,Marsh,W46,412W46B1,4/12/2023,Libellulidae,Insect,4.921453189,1,PR,High,Strong,Univoltine
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Libellulidae,Insect,50.69459896,24,PR,High,Strong,Univoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Libellulidae,Insect,92.68402647,8,PR,High,Strong,Univoltine
0.3835618,Long,Marsh,W46,622W46B2,6/22/2023,Libellulidae,Insect,93.35494741,19,PR,High,Strong,Univoltine
0.3835618,Long,Marsh,W46,622W46B3,6/22/2023,Libellulidae,Insect,22.97940798,5,PR,High,Strong,Univoltine
0.3163063,Long,Swamp,W58,412W58B3,4/12/2023,Libellulidae,Insect,34.48947761,1,PR,High,Strong,Univoltine
0.3195769,Intermediate,Marsh,W53,307W53B2,3/7/2023,Matus,Insect,0.1029,1,PR,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,412W53B1,4/12/2023,Matus,Insect,0.1029,1,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Matus,Insect,0.2058,2,PR,***,***,Univoltine
0.3916141,Long,Swamp,W11,622W11B1,6/22/2023,Microvelia,Insect,0.0166,2,PR,Low,Weak,Bi_multivoltine
0.3916141,Long,Swamp,W11,622W11B2,6/22/2023,Microvelia,Insect,0.0083,1,PR,Low,Weak,Bi_multivoltine
0.3968312,Intermediate,Marsh,W21,209W21B2,2/9/2023,Microvelia,Insect,0.02559077974,1,PR,Low,Weak,Bi_multivoltine
0.4723248,Short,Swamp,W32,622W32B2,6/22/2023,Microvelia,Insect,0.02559077974,1,PR,Low,Weak,Bi_multivoltine
0.5491605,Short,Marsh,W37,307W37B1,3/7/2023,Microvelia,Insect,0.0083,1,PR,Low,Weak,Bi_multivoltine
0.5491605,Short,Marsh,W37,412W37B1,4/12/2023,Microvelia,Insect,0.05118155947,2,PR,Low,Weak,Bi_multivoltine
0.2360643,Long,Marsh,W42,622W42B2,6/22/2023,Microvelia,Insect,0.0568903218,1,PR,Low,Weak,Bi_multivoltine
0.3835618,Long,Marsh,W46,512W46B2,5/12/2023,Microvelia,Insect,0.05118155947,2,PR,Low,Weak,Bi_multivoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Microvelia,Insect,0.02559077974,1,PR,Low,Weak,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,412W53B1,4/12/2023,Microvelia,Insect,0.1791354581,7,PR,Low,Weak,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,412W53B3,4/12/2023,Microvelia,Insect,0.1476714233,4,PR,Low,Weak,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,412W53W2,4/12/2023,Microvelia,Insect,0.08248110154,2,PR,Low,Weak,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Microvelia,Insect,1.725999767,65,PR,Low,Weak,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B2,5/12/2023,Microvelia,Insect,0.7933141718,31,PR,Low,Weak,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B3,5/12/2023,Microvelia,Insect,0.07677233921,3,PR,Low,Weak,Bi_multivoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Microvelia,Insect,0.9187096415,20,PR,Low,Weak,Bi_multivoltine
0.3163063,Long,Swamp,W58,622W58B1,6/22/2023,Microvelia,Insect,0.05118155947,2,PR,Low,Weak,Bi_multivoltine
0.3163063,Long,Swamp,W58,622W58B2,6/22/2023,Microvelia,Insect,0.02559077974,1,PR,Low,Weak,Bi_multivoltine
0.3163063,Long,Swamp,W58,622W58B3,6/22/2023,Microvelia,Insect,0.2045617451,5,PR,Low,Weak,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,412W68B1,4/12/2023,Microvelia,Insect,0.0568903218,1,PR,Low,Weak,Bi_multivoltine
0.3835618,Long,Marsh,W46,622W46B3,6/22/2023,Naucoridae,Insect,0.04435876833,1,PR,Low,Weak,Univoltine
0.5491605,Short,Marsh,W37,209W37B2,2/9/2023,Neoplea,Insect,0.04435876833,1,PR,***,***,Univoltine
0.5491605,Short,Marsh,W37,412W37B1,4/12/2023,Neoplea,Insect,0.02320346275,1,PR,***,***,Univoltine
0.5491605,Short,Marsh,W37,412W37B3,4/12/2023,Neoplea,Insect,0.02320346275,1,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,307W46B2,3/7/2023,Neoplea,Insect,0.01006307501,1,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Neoplea,Insect,0.01316307501,2,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,512W46B1,5/12/2023,Neoplea,Insect,0.0595700005,4,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,512W46B2,5/12/2023,Neoplea,Insect,0.01006307501,1,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Neoplea,Insect,0.07273307552,6,PR,***,***,Univoltine
0.3835618,Long,Marsh,W46,622W46B2,6/22/2023,Neoplea,Insect,0.04640692549,2,PR,***,***,Univoltine
